/home/punit/Desktop/VDFilter_cpp/VDFilter/cmake-build-debug/VDFilter
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
0,0,0,-1.07374e+09,-1.07374e+09
